Date,Date,Open,High,Low,Close,SMA,WMA,MOMENTUM,K,D,RSI,MACD,R,ADX,CCI,MACDsignal,MACDhist
2000/4/14,2000/4/14,1.5867,1.5913,1.5823,1.5877,1.5863499999999997,1.5855945454545475,-0.0039000000000000146,33.44444444444467,31.333333333333552,52.385504092281174,0.0001782360879927225,-65.00000000000018,15.816125331931634,-1.7562984496118,0.00025181951005864866,-7.358342206592616e-05
2000/4/17,2000/4/17,1.5888,1.5909,1.5794,1.5798,1.5846099999999999,1.5844036363636385,-0.01739999999999986,25.57142857142888,29.931216931217207,42.27983649415702,-0.0007156484029890997,-91.33333333333282,14.543665656095664,-58.40455840456041,7.591625314087622e-05,-0.0007915646561299759
2000/4/18,2000/4/18,1.5804,1.5845,1.5742,1.5768,1.5830499999999998,1.5829836363636383,-0.015600000000000058,20.45314900153615,26.489674005803238,39.09744291263483,-0.0016200555831213936,-89.16666666666694,14.834678364351593,-140.01629991849967,-0.00023244226254317285,-0.0013876133205782209
2000/4/19,2000/4/19,1.5767,1.5833,1.5748,1.5815,1.58289,1.5827018181818202,-0.0016000000000000458,21.868919610855,22.631165727940015,46.1527829160963,-0.0014756838531739813,-60.75268817204364,15.096589801781926,-89.78873239436315,-0.00045848618811241077,-0.0010171976650615706
2000/4/20,2000/4/20,1.5817,1.5825,1.5774,1.5793,1.5828399999999998,1.582049090909093,-0.000500000000000167,26.88172043010702,23.06792968083273,43.53005095260783,-0.0016136708799896482,-72.58064516129087,15.332310095469225,-80.94683740783196,-0.0006685197684537267,-0.0009451511115359215
2000/4/21,2000/4/21,1.5794,1.5818,1.5765,1.5771,1.5826599999999997,1.5810054545454566,-0.0018000000000000238,27.41935483870911,25.389998293223716,40.944746506191564,-0.001916248934439091,-84.40860215053812,15.825034954177855,-97.93740083657717,-0.0008953796168147019,-0.001020869317624389
2000/4/24,2000/4/24,1.5759999999999998,1.5821,1.575,1.5791,1.5820599999999998,1.5803581818181838,-0.006000000000000005,23.11827956989197,25.806451612902706,44.287032539146495,-0.0017511587944054607,-73.65591397849506,16.740689996543484,-72.87705956907584,-0.0010509758309221126,-0.0007001829634833482
2000/4/25,2000/4/25,1.5798,1.5824,1.5728,1.581,1.5816299999999996,1.5801654545454564,-0.0042999999999999705,27.645161290322232,26.06093189964111,47.427708150451906,-0.0013238555759498283,-59.000000000000114,18.225012124501824,-60.872395833333506,-0.0011005903300180609,-0.0002232652459317674
2000/4/26,2000/4/26,1.5812,1.582,1.5745,1.5751,1.5803399999999996,1.5789781818181838,-0.012900000000000134,26.592172817979034,25.78520455939775,39.705025755332464,-0.0017854259131051542,-88.50000000000017,19.560902039664327,-81.08108108107953,-0.0012251058905793505,-0.0005603200225258037
2000/4/27,2000/4/27,1.5765,1.5809,1.5708,1.5717,1.5789099999999996,1.5774072727272748,-0.01429999999999998,19.30334812424376,24.513560744181678,35.956208098365515,-0.0024342683844360558,-95.60975609756038,21.82024846719745,-147.98850574712893,-0.0014449536167351151,-0.0009893147677009406
2000/4/28,2000/4/28,1.5725,1.5737,1.55,1.5516,1.5752999999999997,1.5724418181818205,-0.0360999999999998,7.182575177383939,17.69269870653558,22.192612655329473,-0.005369974564496172,-96.08801955990208,26.69451610871655,-296.38619201726374,-0.0021585937890553075,-0.003211380775440864
2000/5/1,2000/5/1,1.5519999999999998,1.5577,1.5514,1.5535,1.5726699999999996,1.568478181818184,-0.02629999999999999,6.541934536743416,11.00928594612371,25.19990199321649,-0.006657710186972032,-89.85507246376794,31.081356986083733,-186.8062163019372,-0.0029766149523128937,-0.0036810952346591386
2000/5/2,2000/5/2,1.5535,1.5668,1.5522,1.56,1.5709899999999997,1.5661745454545482,-0.016799999999999926,15.30580747972065,9.676772397949337,34.78158633220795,-0.006286222478052217,-69.96996996996984,31.453686492541312,-94.01709401709235,-0.003578361775174589,-0.002707860702877628
